urlkey,timestamp,url,mime,mime-detected,status,digest,length,offset,filename,languages,encoding,redirect,truncated,warc_file_downloaded,remark
"edu,stanford,cs)/people/anshul-kundaje",20240614231339,https://www.cs.stanford.edu/people/anshul-kundaje,text/html,text/html,Completed,OGWVJNOZ3BWBKXZ5HRGDMH6LM2VQYNXO,11458,644044729,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00389.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/ardavan-pedram",20240614212842,https://www.cs.stanford.edu/people/ardavan-pedram,text/html,text/html,Completed,NHJQRZPZB7SZQAXJFHMN7Z2T7KSHGL5R,10912,661249880,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00484.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/asaxena",20240625204628,http://www.cs.stanford.edu/people/asaxena/,unk,application/octet-stream,Completed,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,532,1798133,crawl-data/CC-MAIN-2024-26/segments/1718198866422.9/crawldiagnostics/CC-MAIN-20240625202802-20240625232802-00304.warc.gz,,,https://www.cs.stanford.edu/people/asaxena/,,False,
"edu,stanford,cs)/people/asaxena",20240625204628,https://www.cs.stanford.edu/people/asaxena/,text/html,text/html,Completed,GR6MVXZHXUZHUJZVY4HAS3KZWLGKZBYX,10552,32036682,crawl-data/CC-MAIN-2024-26/segments/1718198866422.9/crawldiagnostics/CC-MAIN-20240625202802-20240625232802-00385.warc.gz,,,,,False,
"edu,stanford,cs)/people/asaxena/index.html",20240623105229,http://www.cs.stanford.edu/people/asaxena/index.html,unk,text/html,Completed,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,535,1872016,crawl-data/CC-MAIN-2024-26/segments/1718198862466.81/crawldiagnostics/CC-MAIN-20240623100101-20240623130101-00343.warc.gz,,,https://www.cs.stanford.edu/people/asaxena/index.html,,False,
"edu,stanford,cs)/people/asaxena/index.html",20240623105230,https://www.cs.stanford.edu/people/asaxena/index.html,text/html,text/html,Completed,KV2LWW56XJAHCUZIAFFAGJVU2632NJ6K,10596,28137297,crawl-data/CC-MAIN-2024-26/segments/1718198862466.81/crawldiagnostics/CC-MAIN-20240623100101-20240623130101-00408.warc.gz,,,,,False,
"edu,stanford,cs)/people/asaxena/papers/deepmpc_rss2015.pdf",20240617222620,https://cs.stanford.edu/people/asaxena/papers/deepmpc_rss2015.pdf,application/pdf,application/pdf,Completed,JQQF5YPBWLWM3RFEXSDSZLVDNWO47IWJ,739820,162505934,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00689.warc.gz,,,,,False,
"edu,stanford,cs)/people/asaxena/papers/robobrain-isrr2015.pdf",20240617230434,https://cs.stanford.edu/people/asaxena/papers/robobrain-isrr2015.pdf,application/pdf,application/pdf,Completed,KWHBLBJPBO6REGXHCN4NQ7MLG4UBIHBS,986567,172406991,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00361.warc.gz,,,,length,False,
"edu,stanford,cs)/people/bruno-robeiro",20240614231914,https://www.cs.stanford.edu/people/bruno-robeiro,text/html,text/html,Completed,643O4GMS4UOXMUTI2G7YSX34GJ6LBSTD,11066,667623308,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00790.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/carl-mikael-suomivuori",20240614220813,https://www.cs.stanford.edu/people/carl-mikael-suomivuori,text/html,text/html,Completed,CJPTDBYANNXMGTUWUNAYCQ6YRQNGJY2A,10845,659886027,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00294.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/caroline-trippel",20240614225435,https://www.cs.stanford.edu/people/caroline-trippel,text/html,text/html,Completed,U4OQ32X7AFZ4XWW7Y77GDAHTHZ3SAOHV,11818,649180687,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00361.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/charilaos-kanatsoulis",20240614222041,https://www.cs.stanford.edu/people/charilaos-kanatsoulis,text/html,text/html,Completed,TKT7ETRGRVTNLFSZZMQEZPUOCMJHXO7O,10856,651963859,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00634.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/chrismre/startup_advising.php",20240623025605,https://cs.stanford.edu/people/chrismre/startup_advising.php,text/html,text/html,Completed,H7QVMWDBL5BHNA4SK3C2TQYVKYHXIXFX,1572,162246512,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00551.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/chrismre?utm_medium=rss&utm_source=rss",20240618003831,https://cs.stanford.edu/people/chrismre/?utm_source=rss&utm_medium=rss,text/html,text/html,Completed,NX33B3UTDIJ7G5IMPVW72RSTXCI64ZMI,29121,172818868,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00283.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/christina-wodtke",20240614211426,https://www.cs.stanford.edu/people/christina-wodtke,text/html,text/html,Completed,MTL2WFTZHJH3BAQ7SAKGTUQ7G5PIH3WM,11515,656744871,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00345.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/christopher-hahn-0",20240614213526,https://www.cs.stanford.edu/people/christopher-hahn-0,text/html,text/html,Completed,CCXBAZSSXYNGFPFAK4R74TG4HBZHPWBW,10709,659202073,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00433.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/christos-kozyrakis",20240614231541,https://www.cs.stanford.edu/people/christos-kozyrakis,text/html,text/html,Completed,MRIMLN2Q5ABOWLSK3WE5GVYX4QFNC5AL,11378,661590712,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00740.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/clark-barrett",20240624192318,https://www.cs.stanford.edu/people/clark-barrett,text/html,text/html,Completed,2VQ653LKXYAGZIM3OCI4PCQCOWF23TRI,11555,643640654,crawl-data/CC-MAIN-2024-26/segments/1718198865482.23/warc/CC-MAIN-20240624182503-20240624212503-00437.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/conti/delta2.html",20240617234619,https://cs.stanford.edu/people/conti/delta2.html,text/html,text/html,Completed,FGQ2RAS3ZGNAEYXCXYMC6QSKUOURRINX,3460,167985185,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00775.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/conti/delta3.html",20240617233215,https://cs.stanford.edu/people/conti/delta3.html,text/html,text/html,Completed,MFD3F3UX7R4JMXNOQQYRUXE2DRER4SPE,3443,171696316,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00026.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/conti/delta4.html",20240617230852,https://cs.stanford.edu/people/conti/delta4.html,text/html,text/html,Completed,N4LD7HVWW75JOFAVMGCITKD2EBLL5T7E,3440,165979998,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00177.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/conti/index.html",20240617231921,https://cs.stanford.edu/people/conti/index.html,text/html,text/html,Completed,QWOALYHURY7D26AWSQLPRRSEV4FOCPNW,2880,172848867,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00283.warc.gz,,ISO-8859-1,,,False,
"edu,stanford,cs)/people/conti/papers/eh01-conti.pdf",20240618003018,https://cs.stanford.edu/people/conti/papers/EH01-CONTI.pdf,application/pdf,application/pdf,Completed,4CCUBII2HEUOQNJZKZE3ZFDE3US43GLU,256747,166147292,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00066.warc.gz,,,,,False,
"edu,stanford,cs)/people/conti/sensei3.html",20240617222434,https://cs.stanford.edu/people/conti/sensei3.html,text/html,text/html,Completed,FGTM4OW6D4ZRBWU2SOE4JEVSK2GKS7E3,3499,171746138,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00329.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/courtesy-faculty",20240614211339,https://www.cs.stanford.edu/people/courtesy-faculty,text/html,text/html,Completed,BWAR6DDLHG4QKUHKHY4RFDP6DALSCWEA,13824,661261700,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00484.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/dan-boneh",20240614214824,https://www.cs.stanford.edu/people/dan-boneh,text/html,text/html,Completed,N4FXX3IDVB5QY34W37JRMYO4HWOMNIP7,11499,665807811,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00739.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/david-mazieres",20240614230816,https://www.cs.stanford.edu/people/david-mazieres,text/html,text/html,Completed,3YFLR5ZSFXWSWJJYLBY2OIPDFKNYNBN6,11100,672611890,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00280.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/davidknowles",20240623015030,https://cs.stanford.edu/people/davidknowles/,warc/revisit,,Completed,,530,8579189,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00016.warc.gz,,,,,False,
"edu,stanford,cs)/people/diyi-yang",20240614223704,https://www.cs.stanford.edu/people/diyi-yang,text/html,text/html,Completed,DGQCMR2BQB6NSPMQYRTXVYGAFMBT5IM7,11417,677700420,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00476.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/doliere-francis-some",20240614215137,https://www.cs.stanford.edu/people/doliere-francis-some,text/html,text/html,Completed,ZZWMT76G6RNOB24VYQSXUVH5AOI5GVZZ,10879,660508475,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00207.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/dorarad",20240623003401,https://cs.stanford.edu/people/dorarad/,warc/revisit,,Completed,,527,6915709,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00284.warc.gz,,,,,False,
"edu,stanford,cs)/people/dorarad/gqa/challenge.html",20240623021746,https://cs.stanford.edu/people/dorarad/gqa/challenge.html,text/html,text/html,Completed,SEFCVHQ7D34F2FVYK3AOZPCUKOPHAQYF,8907,169292809,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00638.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/dorarad/mac",20240623022557,https://cs.stanford.edu/people/dorarad/mac/,warc/revisit,,Completed,,528,7976704,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00320.warc.gz,,,,,False,
"edu,stanford,cs)/people/doug-james",20240614231651,https://www.cs.stanford.edu/people/doug-james,text/html,text/html,Completed,W7F3OMR6OXWPMKBGXG4B54ENOU3QYSDJ,11735,657541844,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00545.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/eaf/wordpress/comments/feed",20240623020557,https://cs.stanford.edu/people/eaf/wordpress/comments/feed/,application/rss+xml,application/rss+xml,Completed,L3CYVW7H2FPMTO7A2OKNRK4OUZZ2I37Z,1057,164541094,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00069.warc.gz,,,,,False,
"edu,stanford,cs)/people/eaf/wordpress/cs408",20240623023649,https://cs.stanford.edu/people/eaf/wordpress/cs408/,text/html,text/html,Completed,EFYIOE7W6QM7XQRS4SX6LSA3KETE2V3N,4215,167183282,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00786.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/eaf/wordpress/eaf-commentary",20240623020635,https://cs.stanford.edu/people/eaf/wordpress/eaf-commentary/,text/html,text/html,Completed,B2YK4437LG7NLOCSD4RQC7JYHF563HPB,175476,157053960,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00588.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/ebrun/awards.html",20240623012929,https://cs.stanford.edu/people/ebrun/awards.html,text/html,text/html,Completed,4PNXZATM7PYCII7OFGJ55OZ4AUDB4MQR,2071,170174791,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00446.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/edward-chang",20240624190234,https://www.cs.stanford.edu/people/edward-chang,text/html,text/html,Completed,VP4RMTEPZQZJI7UM3N4N3FEGTDP5JKAK,1060,31291497,crawl-data/CC-MAIN-2024-26/segments/1718198865482.23/crawldiagnostics/CC-MAIN-20240624182503-20240624212503-00472.warc.gz,,,https://www.cs.stanford.edu/user/login?destination=/people/edward-chang,,False,
"edu,stanford,cs)/people/emmap1/visualizations/flow_arrow_maps/maps/flow_arrows_klein_sexual_attraction_qt.html",20240623020752,https://cs.stanford.edu/people/emmap1/visualizations/flow_arrow_maps/maps/flow_arrows_klein_sexual_attraction_qt.html,warc/revisit,,Completed,,580,8294614,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00452.warc.gz,,,,,False,
"edu,stanford,cs)/people/emmap1/visualizations/map_subset/iqb.exercise_frequency_map_2.html",20240623025020,https://cs.stanford.edu/people/emmap1/visualizations/map_subset/iqb.exercise_frequency_map_2.html,text/html,text/html,Completed,V6ESN5CLQKHUAIRMFDPHXP5XCZMJRDHB,2206,162175479,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00444.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/emmap1/visualizations/map_subset/iqb.fast_food_frequency_map_2.html",20240623011542,https://cs.stanford.edu/people/emmap1/visualizations/map_subset/iqb.fast_food_frequency_map_2.html,text/html,text/html,Completed,ICDNFTDBXKB6J7PHXP6RGB4SXAUGECKN,2199,164117647,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00623.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/emmap1/visualizations/map_subset/modtosevere_altitude_sickness_map_2.html",20240623004703,https://cs.stanford.edu/people/emmap1/visualizations/map_subset/modtosevere_altitude_sickness_map_2.html,warc/revisit,,Completed,,578,7059148,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00845.warc.gz,,,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs106a/handouts/44-arrays-and-arraylists.pdf",20240623014553,https://cs.stanford.edu/people/eroberts/courses/cs106a/handouts/44-arrays-and-arraylists.pdf,warc/revisit,,Completed,,561,8016831,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00672.warc.gz,,,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/2000-01/personal-lives/email.html",20240618002123,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/2000-01/personal-lives/email.html,text/html,text/html,Completed,W5J675MYP6MXLP4GP6EF7IKBMIG5RTB4,2966,166508833,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00769.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/2010-11/digitalcurrencies/disadvantages/index.html",20240623013258,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/2010-11/DigitalCurrencies/disadvantages/index.html,text/html,text/html,Completed,TCD7WCVK7AOGIFUP4SXDZVPAO77VZ6EE,6925,165178965,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00581.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/2010-11/genomics/accuracy.html",20240623011049,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/2010-11/Genomics/accuracy.html,warc/revisit,,Completed,,566,7740365,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00701.warc.gz,,,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/2010-11/genomics/index-2.html",20240623023041,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/2010-11/Genomics/index-2.html,warc/revisit,,Completed,,564,7760257,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00241.warc.gz,,,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/2010-11/wikileaks/background.html",20240623012250,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/2010-11/WikiLeaks/background.html,warc/revisit,,Completed,,571,8789504,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00543.warc.gz,,,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/domain-names",20240617232912,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/domain-names/,text/html,text/html,Completed,PQFLMPRIZHITGCVMB6WX62MP6TSATYMO,1662,164978081,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00550.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/domain-names/about/about.html",20240617232740,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/domain-names/about/about.html,text/html,text/html,Completed,XGANVXCWNDNZUSUPSEZVH6DEMGPCGZWT,2688,162799709,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00056.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/domain-names/background/background.html",20240617233043,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/domain-names/background/background.html,text/html,text/html,Completed,MMOYIDTLXGBTFOJSMHYNCBZQPRE2SLVW,2122,158244866,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00020.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/domain-names/background/conflict.html",20240618000252,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/domain-names/background/conflict.html,text/html,text/html,Completed,EQQJFA6IFFM5MCIYVBRFC6CHZJPPVSRE,3443,165069510,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00140.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/domain-names/background/domainnames.html",20240618002046,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/domain-names/background/domainnames.html,text/html,text/html,Completed,BQFSE72WHQZVRXCFXNRBOINCKFA3TIAH,2322,164546617,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00820.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/domain-names/background/internic.html",20240617225353,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/domain-names/background/internic.html,text/html,text/html,Completed,6CNZ2IVNVGQNWZUVEN4TVT32GQA2W5DJ,2503,169401127,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00738.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/eroberts/courses/cs181/projects/domain-names/background/procedure.html",20240618001825,https://cs.stanford.edu/people/eroberts/courses/cs181/projects/domain-names/background/procedure.html,text/html,text/html,Completed,VVN6BAV56FZU2YQW3RSVTEV2PICSECGI,3760,169449251,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00053.warc.gz,eng,ISO-8859-1,,,False,
